CustomerID,Age,Gender,Country,Income,ProductQuality,ServiceQuality,PurchaseFrequency,FeedbackScore,LoyaltyLevel,SatisfactionScore
9692,56,0,2,31473,7,2,19,1,0,84.38
9693,30,1,0,58727,1,4,8,1,0,38.75
9694,64,0,4,30344,4,5,19,1,1,85.69
9695,20,1,0,37401,8,10,1,1,1,100.0
9696,37,0,1,30146,10,8,19,1,0,100.0
9697,48,1,3,73295,2,2,20,2,1,57.56
9698,22,1,3,51062,4,7,11,2,0,74.32
9699,41,0,2,61404,1,9,11,2,0,52.99
9700,57,1,1,54832,8,4,12,0,0,85.66
9701,50,1,3,41443,6,1,9,1,1,79.24
9702,25,0,3,86096,7,8,19,2,0,100.0
9703,41,0,1,119249,4,1,9,0,1,79.34
9704,67,0,1,70847,6,5,15,2,0,100.0
9705,37,1,3,33934,6,4,6,0,1,52.88
9706,33,1,1,83368,8,8,11,0,0,100.0
9707,67,0,4,74673,6,7,9,1,2,100.0
9708,69,0,1,48621,6,2,14,0,2,68.29
9709,29,1,0,87362,1,6,4,0,2,82.96
9710,30,0,0,78591,1,9,3,2,2,74.33
9711,62,0,3,61503,1,4,12,0,2,73.17
9712,59,0,3,102603,3,10,8,0,0,100.0
9713,56,1,2,41909,2,5,11,0,1,55.21
9714,42,1,1,102474,8,6,10,0,0,100.0
9715,63,0,0,39936,1,8,2,1,1,67.26
9716,49,1,2,85206,9,9,5,0,0,100.0
9717,41,1,3,59324,4,7,19,0,2,99.0
9718,65,0,4,87839,8,10,4,0,2,100.0
9719,64,1,1,70984,4,4,18,2,1,90.59
9720,61,0,2,88024,6,8,14,0,1,100.0
9721,26,1,4,54187,7,2,9,1,1,71.65
9722,57,0,3,90580,9,8,17,2,1,100.0
9723,67,0,0,91332,5,4,15,0,0,91.41
9724,40,0,2,44890,3,3,5,0,1,62.65
9725,67,1,2,45659,9,8,16,0,0,100.0
9726,30,0,3,32003,10,3,5,0,2,75.97
9727,49,1,3,69379,6,10,20,0,2,100.0
9728,67,0,0,112217,4,9,6,2,1,100.0
9729,32,1,0,59594,10,6,16,0,2,100.0
9730,53,0,0,91472,6,8,9,0,0,100.0
9731,66,0,4,49087,6,6,18,0,1,87.09
9732,22,1,4,92086,6,3,8,2,0,81.76
9733,39,0,3,102055,3,2,16,1,1,63.07
9734,33,0,2,72511,9,4,18,1,0,90.16
9735,58,1,4,61789,5,8,19,0,0,100.0
9736,27,1,3,45875,2,7,11,2,0,59.27
9737,41,0,4,33586,4,6,16,1,1,80.53
9738,35,0,0,34445,6,5,7,2,0,65.2
9739,66,1,3,86666,7,10,19,0,1,100.0
9740,35,0,0,48933,2,7,20,0,2,76.21
9741,24,0,1,100891,9,2,8,1,1,85.34
9742,21,1,2,93312,2,5,18,2,0,79.68
9743,43,0,0,76656,5,8,13,1,1,100.0
9744,22,0,2,99908,8,8,2,2,0,100.0
9745,33,1,3,59408,7,6,18,2,0,100.0
9746,52,0,1,79334,2,10,11,2,1,91.54
9747,43,0,2,112442,9,1,16,0,1,97.07
9748,35,0,4,112530,6,2,4,1,1,63.73
9749,46,0,3,76499,1,3,3,2,0,56.84
9750,40,0,1,34134,2,4,1,0,0,46.98
9751,31,1,4,49227,2,7,10,0,1,76.0
9752,32,0,4,97603,6,6,10,1,0,100.0
9753,66,0,1,64470,10,7,11,1,1,100.0
9754,50,1,0,43720,6,3,7,2,1,62.94
9755,42,0,1,64686,6,3,19,0,1,81.89
9756,38,0,1,109612,1,10,13,2,2,96.74
9757,34,0,1,113655,6,8,16,1,2,100.0
9758,40,1,2,46159,8,6,1,1,0,90.92
9759,60,0,0,54510,4,3,8,2,1,75.69
9760,34,1,3,32927,8,1,17,0,1,78.61
9761,31,1,4,69793,3,10,3,1,2,94.7
9762,46,0,2,51803,6,6,4,2,0,94.26
9763,37,1,0,114904,9,10,7,1,1,100.0
9764,47,1,1,36739,1,8,12,0,1,63.1
9765,36,1,2,119096,4,2,12,2,0,80.17
9766,56,1,2,71332,2,6,6,2,1,70.09
9767,30,0,4,112380,10,10,15,0,2,100.0
9768,35,0,3,31061,8,7,1,1,1,88.25
9769,40,0,0,32171,5,4,13,2,0,65.36
9770,63,0,0,99469,5,9,9,1,0,98.53
9771,50,1,0,50004,4,4,1,0,2,58.16
9772,56,0,1,57798,6,7,18,2,0,96.94
9773,57,0,1,100730,8,7,7,0,0,100.0
9774,35,1,2,92669,10,4,17,1,1,100.0
9775,26,0,3,42278,3,10,15,1,2,96.53
9776,50,1,4,101311,5,5,19,2,2,100.0
9777,49,0,4,85334,10,10,6,2,0,100.0
9778,34,0,3,76555,9,9,18,0,2,100.0
9779,36,0,0,38060,6,6,4,2,1,85.57
9780,44,1,3,66465,4,6,11,2,0,70.63
9781,23,0,4,41418,9,4,10,2,1,73.43
9782,52,0,1,82909,3,8,1,2,2,91.78
9783,54,1,3,49245,1,9,18,2,1,95.43
9784,51,0,2,117571,9,1,17,2,0,100.0
9785,37,0,1,72330,4,10,2,1,1,88.96
9786,42,1,2,55429,3,3,7,0,2,49.51
9787,21,1,2,111324,5,7,19,2,2,100.0
9788,27,0,3,114255,2,8,2,1,2,79.93
9789,27,1,2,37455,4,5,15,0,1,61.48
9790,41,1,0,116192,1,6,20,2,0,83.97
9791,38,1,3,74005,2,6,13,2,1,94.41
9792,28,0,4,79454,8,10,7,0,0,100.0
9793,44,0,0,109876,8,9,8,2,0,100.0
9794,33,1,1,93421,9,9,16,0,0,100.0
9795,43,1,3,98711,3,8,17,1,1,100.0
9796,47,0,4,78629,3,3,20,1,1,76.24
9797,66,1,4,81702,7,8,3,1,2,100.0
9798,33,1,3,55352,3,10,1,2,2,90.62
9799,24,0,0,59126,8,5,3,2,1,100.0
9800,33,0,4,40897,2,7,3,2,0,57.52
9801,52,0,3,58391,5,10,16,2,0,100.0
9802,33,1,3,43552,4,2,20,1,1,63.16
9803,57,1,2,66217,4,4,17,1,1,87.68
9804,29,1,3,86453,2,4,4,1,0,64.68
9805,52,0,4,33789,1,8,5,0,2,51.44
9806,66,1,2,30727,5,10,16,2,1,100.0
9807,38,0,4,98089,3,7,16,1,1,100.0
9808,67,0,0,97280,3,8,4,0,2,100.0
9809,60,1,0,49024,4,5,11,0,2,79.77
9810,53,0,4,52763,5,7,8,1,0,81.87
9811,65,1,1,109380,8,4,18,0,2,100.0
9812,34,1,1,66207,5,6,15,0,0,77.8
9813,49,0,1,61522,8,7,19,2,2,100.0
9814,58,1,4,63977,2,8,19,0,2,92.87
9815,23,0,3,85088,4,1,16,2,0,68.72
9816,41,0,2,118268,8,9,14,0,1,100.0
9817,44,0,3,118205,2,4,4,2,2,76.59
9818,37,1,4,116397,10,5,9,2,2,100.0
9819,42,1,3,64775,1,4,1,0,1,49.3
9820,19,1,0,110275,7,10,12,2,2,100.0
9821,26,0,2,32911,1,1,18,0,0,31.67
9822,45,0,4,62278,8,5,18,0,0,83.86
9823,55,1,2,64829,7,6,9,2,1,100.0
9824,20,0,1,103045,10,2,1,1,1,100.0
9825,37,1,1,119808,4,5,16,0,2,81.94
9826,23,1,0,90775,10,9,17,1,1,100.0
9827,56,1,4,99377,4,5,8,2,1,82.67
9828,50,1,1,84534,8,8,12,1,1,100.0
9829,18,0,2,98322,10,8,16,2,2,100.0
9830,54,1,2,110995,4,1,5,1,2,84.49
9831,23,0,0,114109,9,6,15,0,0,100.0
9832,62,0,1,40459,4,7,3,0,0,100.0
9833,51,1,3,81084,6,8,4,0,1,100.0
9834,64,1,1,97307,7,1,8,1,1,96.49
9835,32,0,0,91894,7,6,18,0,2,94.31
9836,62,1,1,65972,5,2,5,1,0,69.15
9837,43,0,4,55652,7,2,1,1,2,59.84
9838,31,0,0,69182,8,8,14,1,0,100.0
9839,24,0,3,81937,10,1,7,2,1,81.93
9840,63,0,2,65665,10,4,14,0,2,91.67
9841,48,1,1,115763,4,3,15,1,0,85.94
9842,41,1,2,111313,4,7,10,0,2,93.43
9843,48,1,0,33820,2,8,20,1,2,91.98
9844,46,0,2,64004,2,8,3,2,2,76.82
9845,59,1,4,66561,10,5,10,0,1,100.0
9846,49,0,0,49251,8,3,11,0,2,77.79
9847,34,0,0,42451,9,3,8,2,1,93.91
9848,31,0,1,41874,10,9,18,1,1,100.0
9849,57,1,0,45033,9,8,10,0,0,100.0
9850,53,1,4,56849,3,4,18,2,2,80.51
9851,65,0,1,54493,1,5,17,1,0,67.03
9852,41,1,4,66545,10,1,19,2,2,95.02
9853,62,0,3,74456,2,2,19,1,1,64.22
9854,44,1,1,58495,8,10,20,2,0,100.0
9855,42,1,0,34507,3,8,19,2,1,78.58
9856,49,1,0,84523,2,9,15,1,2,83.25
9857,69,0,0,104909,4,1,1,1,0,81.4
9858,35,1,3,60238,5,3,1,2,0,69.82
9859,63,1,4,43254,2,5,7,0,0,62.9
9860,35,0,0,51329,3,4,17,1,0,72.11
9861,54,1,2,56543,6,2,10,1,2,60.94
9862,43,0,0,81427,1,3,14,2,1,63.98
9863,26,1,1,101764,2,1,18,2,1,61.23
9864,52,0,1,31615,7,4,14,0,2,73.85
9865,25,0,2,104010,2,7,13,1,2,79.29
9866,37,1,3,42264,5,8,8,0,1,91.86
9867,59,0,1,89423,4,7,17,1,1,100.0
9868,39,0,3,86103,1,5,2,2,1,75.27
9869,36,1,3,94357,5,4,7,1,0,81.65
9870,47,1,2,76012,4,5,19,0,0,70.97
9871,45,1,1,57465,8,5,15,1,1,100.0
9872,52,1,0,34259,2,5,20,2,2,55.04
9873,60,0,3,62198,5,1,17,1,0,74.06
9874,28,0,3,53410,10,7,2,0,2,100.0
9875,48,1,1,63867,9,4,17,0,0,74.72
9876,66,1,1,39439,9,5,11,1,1,100.0
9877,65,1,2,52078,3,1,17,1,2,61.38
9878,56,1,4,32418,10,9,1,0,1,100.0
9879,53,0,4,112269,4,10,10,0,2,100.0
9880,47,0,4,82884,10,7,6,1,2,100.0
9881,40,0,3,38211,1,1,11,0,2,28.35
9882,36,0,2,45374,2,2,10,1,2,57.18
9883,29,0,4,53956,6,8,16,1,2,100.0
9884,32,1,1,40078,9,8,20,0,2,100.0
9885,48,1,3,95938,6,2,15,1,2,82.69
9886,60,0,3,105754,1,7,16,0,2,90.12
9887,54,0,1,99255,5,10,6,1,2,100.0
9888,54,1,2,88133,4,1,11,0,1,69.67
9889,32,0,2,115613,6,6,19,0,2,95.25
9890,46,0,4,113571,4,2,8,2,2,92.7
9891,67,0,1,73501,8,9,19,2,2,100.0
9892,60,0,0,75387,8,6,6,0,2,100.0
9893,43,1,2,110144,7,1,9,1,0,100.0
9894,61,0,4,54937,10,4,13,0,2,100.0
9895,19,0,3,70572,2,6,10,2,2,82.77
9896,37,0,2,109454,8,2,20,1,0,89.43
9897,32,0,0,38060,2,10,6,2,0,91.27
9898,69,0,3,65655,1,7,12,0,2,66.16
9899,21,1,3,53805,9,10,4,0,1,100.0
9900,39,1,1,70495,5,5,12,0,1,94.51
9901,67,1,1,32257,6,3,2,0,0,78.27
9902,55,0,2,87075,1,8,8,0,0,76.41
9903,40,0,0,85322,1,6,15,2,0,76.39
9904,43,1,1,42137,8,9,7,0,1,100.0
9905,68,1,4,48548,10,3,13,1,0,93.77
9906,28,0,3,88942,10,10,2,2,1,100.0
9907,45,0,4,48629,5,6,13,0,0,83.1
9908,19,1,3,71115,2,7,1,0,2,73.29
9909,25,0,4,49612,7,1,14,2,1,57.97
9910,46,0,3,38593,1,7,8,1,0,79.27
9911,28,1,1,109852,4,1,6,2,2,66.15
9912,54,0,4,104346,1,10,10,1,1,100.0
9913,35,0,2,82525,8,4,14,2,2,100.0
9914,67,0,2,89885,5,3,5,2,2,98.2
9915,31,1,0,61830,2,8,12,1,1,89.13
9916,27,0,0,50472,4,3,7,0,1,68.05
9917,52,0,0,33811,2,8,12,0,2,51.43
9918,26,1,4,62563,8,4,9,0,0,97.82
9919,52,0,3,105290,6,10,12,1,0,100.0
9920,28,0,0,85592,9,6,8,1,1,100.0
9921,61,0,1,51044,6,8,2,1,2,77.02
9922,29,1,2,38204,2,10,13,1,1,91.55
9923,20,1,2,98246,3,8,10,0,1,100.0
9924,56,0,1,95074,2,8,2,1,0,62.94
9925,31,1,2,60442,3,3,7,2,2,50.45
9926,45,1,4,73376,3,6,1,2,2,84.17
9927,28,1,1,53261,9,8,8,1,2,100.0
9928,56,1,4,88517,8,8,19,1,2,100.0
9929,42,1,2,43534,5,7,2,0,1,86.68
9930,38,1,1,32345,7,6,4,2,0,99.76
9931,27,1,1,89331,4,8,20,1,2,100.0
9932,60,1,1,69681,8,9,3,2,2,100.0
9933,32,1,2,70231,5,9,5,1,0,93.7
9934,36,0,2,116390,10,4,8,2,1,100.0
9935,65,1,2,108233,10,6,14,2,1,100.0
9936,39,1,0,102597,3,4,8,2,2,78.33
9937,38,0,0,114269,1,3,14,2,0,79.56
9938,69,0,3,54935,3,7,5,1,0,92.62
9939,61,0,1,58369,3,9,15,1,0,79.71
9940,49,0,2,78839,5,7,3,0,2,90.14
9941,67,1,1,95385,5,10,15,0,2,100.0
9942,40,1,4,71674,7,4,9,0,2,69.44
9943,30,1,4,106111,3,10,16,0,0,100.0
9944,22,0,2,47897,8,4,7,1,1,83.54
9945,21,1,0,95934,2,9,16,0,0,83.24
9946,45,1,3,31255,10,6,12,0,1,100.0
9947,31,0,0,79454,9,9,11,0,2,100.0
9948,25,0,1,76207,2,2,4,2,1,56.86
9949,26,0,0,117378,6,2,2,1,2,73.18
9950,68,0,2,83563,8,7,6,1,0,100.0
9951,52,0,0,63662,2,9,18,0,0,98.57
9952,54,1,4,33856,1,7,3,0,1,64.87
9953,38,0,2,77352,6,2,17,2,1,83.22
9954,35,0,2,40129,5,6,12,0,2,87.48
9955,50,1,2,61809,10,3,16,0,0,90.25
9956,25,1,0,116383,4,2,8,1,2,65.44
9957,68,1,4,69566,8,2,1,0,2,98.46
9958,66,0,0,81095,10,6,15,2,2,100.0
9959,34,0,1,83014,10,6,20,1,1,100.0
9960,60,1,3,110730,6,7,9,0,0,97.31
9961,48,1,3,115717,5,10,3,1,0,100.0
9962,51,0,3,111198,5,7,3,1,2,100.0
9963,23,1,1,71149,10,10,19,0,0,100.0
9964,39,1,1,119292,7,10,10,0,1,100.0
9965,31,1,1,97312,8,5,9,1,2,100.0
9966,20,1,4,73763,2,4,10,0,0,44.2
9967,29,0,2,34194,8,5,7,0,1,88.96
9968,53,0,1,54923,4,2,8,2,2,50.52
9969,29,0,3,93241,7,1,15,1,2,71.19
9970,62,1,3,99335,1,9,6,0,1,88.65
9971,19,0,0,108884,5,5,10,1,1,84.43
9972,19,0,2,89746,1,3,3,1,1,50.55
9973,32,1,1,117728,6,10,2,0,1,100.0
9974,40,1,2,119537,8,10,18,1,0,100.0
9975,46,0,1,67817,5,10,9,1,1,100.0
9976,34,1,3,55339,4,1,14,2,1,47.37
9977,49,1,2,105316,9,4,12,2,0,100.0
9978,24,0,2,52376,3,2,14,2,0,49.25
9979,47,0,1,90566,5,7,1,1,0,100.0
9980,45,0,1,98491,4,9,9,1,1,100.0
9981,31,1,2,56866,5,8,20,1,0,100.0
9982,61,1,1,106628,6,7,12,1,2,100.0
9983,47,1,2,51532,3,8,2,0,1,86.39
9984,34,1,0,41370,2,10,17,2,0,86.13
9985,49,1,2,117780,8,5,3,0,0,100.0
9986,63,1,4,117539,5,1,16,1,0,84.22
9987,23,0,2,91210,1,7,9,2,1,79.36
9988,68,0,0,91125,4,1,8,2,2,57.96
9989,41,1,0,41957,5,1,14,2,0,60.57
9990,23,0,3,96231,6,4,2,2,1,83.23
9991,44,0,3,98072,5,1,11,0,2,69.85
9992,35,0,4,88006,5,1,19,0,0,67.33
9993,41,1,1,55871,9,1,9,0,1,90.75
9994,54,0,1,62283,10,9,11,0,1,100.0
9995,41,0,0,59659,9,2,11,0,2,92.99
9996,55,1,0,107544,6,10,8,1,2,100.0
9997,51,1,3,85829,4,2,10,2,2,75.29
9998,57,1,0,114710,9,10,14,0,2,100.0
9999,64,0,2,114317,8,6,9,2,1,100.0
10000,32,0,2,48545,7,1,15,2,1,51.32
10001,28,0,4,56292,5,5,8,2,2,76.84
10002,39,1,2,102840,2,9,7,2,1,96.32
10003,41,1,4,85129,2,4,11,2,2,81.05
10004,18,1,3,63193,1,1,5,2,2,55.78
10005,35,0,2,62890,2,9,19,2,1,90.3
10006,61,0,4,99685,5,8,5,2,1,100.0
10007,29,0,1,45690,7,8,12,1,2,92.37
10008,60,1,4,44200,6,7,17,1,0,80.61
10009,45,1,2,96968,10,8,7,0,0,100.0
10010,57,0,4,96650,1,8,3,0,1,83.36
10011,24,0,3,109369,9,6,10,0,0,100.0
10012,40,0,0,108065,9,8,7,2,1,100.0
10013,38,1,1,35060,5,10,6,1,2,97.68
10014,51,0,3,112315,5,4,15,0,0,100.0
10015,28,1,1,32311,4,4,10,2,2,64.93
10016,39,0,1,46069,5,8,14,0,1,100.0
10017,59,0,4,99975,9,6,6,1,0,100.0
10018,52,0,0,85040,10,2,15,0,1,100.0
10019,69,0,4,32860,6,7,15,2,0,75.13
10020,46,0,4,112094,2,3,1,0,2,100.0
10021,59,0,2,92218,2,3,6,0,0,66.11
10022,45,0,4,51693,6,9,19,0,0,100.0
10023,35,0,0,97798,3,1,5,0,0,56.04
10024,31,0,3,82643,9,3,1,0,1,78.17
10025,35,0,4,79191,3,6,16,0,2,70.69
10026,45,1,0,33290,6,3,16,1,2,81.26
10027,41,1,4,32412,3,4,15,1,0,81.6
10028,25,0,1,95492,8,5,13,0,0,86.62
10029,59,0,4,86714,8,3,4,2,1,84.1
10030,62,1,2,67557,5,7,16,1,0,83.18
10031,25,1,1,96942,3,8,15,0,0,97.36
10032,21,1,0,114895,2,3,15,1,2,76.15
10033,44,0,4,83603,6,10,19,1,0,100.0
10034,53,0,1,76342,1,3,8,2,2,47.12
10035,22,0,1,94982,10,4,3,1,0,100.0
10036,50,0,3,74934,1,1,9,2,0,51.91
10037,66,1,1,76548,9,10,4,0,0,100.0
10038,51,1,0,63915,5,6,20,2,1,88.91
10039,47,1,4,35243,7,6,4,1,2,91.18
10040,25,1,1,63484,5,6,5,0,1,73.01
10041,56,0,0,115155,8,9,4,1,2,100.0
10042,64,1,3,59195,9,8,2,0,1,100.0
10043,43,1,4,72311,5,2,16,2,0,86.15
10044,54,0,2,108319,9,9,8,1,2,100.0
10045,51,0,1,100762,5,3,11,1,0,91.8
10046,24,0,1,84627,8,9,7,2,1,100.0
10047,57,1,3,39404,8,2,8,0,0,76.3
10048,45,1,0,66718,8,6,19,0,2,100.0
10049,56,0,3,74153,4,6,4,1,1,100.0
10050,56,0,0,79174,5,10,16,2,1,100.0
10051,45,0,4,89361,2,9,13,0,1,100.0
10052,31,0,1,79893,2,2,10,1,0,57.52
10053,67,1,2,74465,3,10,14,2,0,100.0
10054,55,0,3,36807,10,2,5,1,2,100.0
10055,21,1,2,106949,9,9,10,2,1,100.0
10056,59,0,2,54768,3,2,14,0,1,59.01
10057,35,0,1,34978,2,5,18,0,2,63.16
10058,61,1,1,93017,6,3,18,1,1,100.0
10059,65,0,2,93871,4,5,11,0,2,93.81
10060,42,0,4,86855,10,10,19,2,0,100.0
10061,24,0,2,36566,6,1,18,0,1,49.04
10062,55,1,0,90453,6,4,3,0,0,100.0
10063,45,1,0,85455,1,5,11,0,2,91.73
10064,22,0,0,82990,2,2,20,0,0,64.16
10065,20,0,0,116713,9,1,16,0,2,85.98
10066,61,1,3,115557,2,10,6,0,0,100.0
10067,48,1,4,86223,10,2,18,0,1,100.0
10068,64,1,3,38457,5,7,6,0,0,82.46
10069,59,0,3,40296,6,1,7,0,0,74.69
10070,37,0,0,49659,6,8,2,0,2,100.0
10071,36,0,4,92284,8,10,10,0,2,100.0
10072,65,0,4,40318,4,9,8,0,0,84.37
10073,28,1,2,60749,5,6,5,0,2,76.51
10074,57,1,3,86562,2,2,10,1,2,57.67
10075,20,1,4,82010,9,1,5,0,2,79.56
10076,40,0,1,119216,8,9,7,2,1,100.0
10077,24,1,3,40833,7,4,16,1,0,64.45
10078,40,0,4,64086,6,5,3,0,1,100.0
10079,24,1,1,44219,5,8,17,0,0,86.12
10080,63,0,1,118241,6,5,10,1,1,100.0
10081,51,0,1,87323,10,1,20,2,2,87.13
10082,59,1,0,71352,2,4,15,0,2,84.14
10083,36,1,2,52524,5,7,12,0,0,81.33
10084,26,1,2,69130,3,8,13,0,2,88.65
10085,65,1,4,113547,1,2,18,0,1,63.23
10086,68,1,4,54599,3,6,10,2,1,86.44
10087,35,1,2,40236,7,6,12,2,2,93.79
10088,58,0,1,49899,10,4,11,0,2,99.54
10089,65,1,4,41931,1,5,16,1,2,51.2
10090,62,0,0,93155,2,4,20,1,0,86.0
10091,59,0,0,81091,6,10,5,1,0,100.0
10092,42,0,2,55918,7,8,2,1,1,100.0
10093,69,1,4,92172,9,9,12,2,0,100.0
10094,31,1,4,70477,8,1,16,2,0,93.84
10095,61,1,1,101106,8,8,17,1,0,100.0
10096,42,1,4,36802,8,8,2,2,1,100.0
10097,36,1,2,118212,5,10,3,2,0,100.0
10098,56,1,4,93911,7,9,4,0,2,100.0
10099,32,0,4,72260,5,7,3,2,1,92.02
10100,33,0,0,72323,9,6,5,0,1,100.0
10101,44,0,2,117350,5,8,8,1,1,100.0
10102,57,0,3,42064,6,5,13,1,1,81.09
10103,27,0,2,119509,2,2,4,1,0,62.15
10104,21,1,2,52024,1,4,5,1,1,54.76
10105,68,1,3,36193,8,2,19,1,0,86.47
10106,36,0,3,110478,9,5,18,2,0,100.0
10107,45,0,0,107855,6,4,12,0,2,92.14
10108,38,0,1,103622,3,4,11,1,2,71.25
10109,64,1,2,84998,9,9,7,1,0,100.0
10110,31,1,2,82521,1,3,14,1,2,50.9
10111,50,1,2,89284,6,6,14,1,0,89.81
10112,65,1,2,57221,7,7,18,1,1,95.76
10113,27,1,0,92055,2,4,9,0,2,67.76
10114,36,1,2,78046,5,10,16,2,0,100.0
10115,47,1,3,67828,9,7,3,2,2,100.0
10116,39,0,3,50121,3,10,8,2,2,100.0
10117,20,0,4,112010,6,7,7,0,2,95.55
10118,54,1,0,47372,3,8,8,2,0,95.33
10119,58,0,4,42471,8,7,2,2,1,100.0
10120,35,1,2,45321,2,1,5,1,2,32.54
10121,28,0,0,109050,4,7,2,2,2,100.0
10122,65,1,0,113777,8,9,18,1,1,100.0
10123,19,1,1,115376,10,3,10,0,1,92.1
10124,29,0,1,59696,7,9,18,1,1,100.0
10125,23,1,4,69251,3,7,16,0,2,76.19
10126,60,0,4,100223,10,3,13,0,2,100.0
10127,57,1,3,93922,5,9,1,0,0,100.0
10128,61,0,3,63583,2,5,17,0,1,83.91
10129,46,1,3,31986,8,6,8,0,0,90.22
10130,47,0,0,107822,1,7,10,2,0,88.99
10131,19,1,2,75350,5,2,14,1,0,46.4
10132,26,0,4,89977,2,10,11,1,0,100.0
10133,64,0,3,107633,2,10,19,0,1,100.0
10134,19,0,0,118440,1,6,18,0,1,82.49
10135,46,0,1,60375,10,7,11,2,0,100.0
10136,50,1,2,48510,9,8,19,2,2,100.0
10137,27,0,1,101328,5,5,10,1,1,78.72
10138,51,1,1,58865,3,7,8,2,0,90.83
10139,61,1,2,115169,7,6,18,2,1,100.0
10140,25,1,0,52871,7,9,20,2,0,100.0
10141,54,1,1,54154,8,9,19,2,2,100.0
10142,50,1,0,113058,1,8,7,2,1,100.0
10143,64,1,1,37262,7,6,2,1,1,85.7
10144,23,1,3,43254,3,10,7,1,1,80.64
10145,61,1,2,115501,9,4,5,0,2,100.0
10146,57,0,4,47433,10,7,17,2,2,100.0
10147,62,0,2,79404,2,9,5,1,1,90.26
10148,36,1,1,32497,4,4,12,0,2,51.55
10149,49,0,1,50879,10,4,7,1,1,100.0
10150,44,0,3,105663,2,1,14,2,1,67.43
10151,18,1,3,65158,10,5,12,0,2,100.0
10152,60,0,2,50464,4,4,20,1,2,70.53
10153,69,0,4,102487,5,3,17,1,2,86.43
10154,50,0,2,72248,3,2,18,1,1,62.08
10155,57,1,4,58711,8,9,8,1,0,100.0
10156,49,1,0,74401,4,8,3,2,2,100.0
10157,22,0,1,81756,3,9,15,2,2,89.07
10158,34,1,0,106800,9,2,19,0,0,100.0
10159,25,1,2,67844,4,9,12,0,2,89.82
10160,59,0,4,87756,2,1,5,1,0,40.2
10161,51,0,4,43959,5,3,15,0,0,87.53
10162,26,0,0,93688,9,10,12,1,2,100.0
10163,40,0,3,92137,9,2,18,1,2,100.0
10164,52,1,3,43330,10,7,13,0,1,100.0
10165,67,1,0,103719,2,3,10,1,1,86.11
10166,24,1,3,36775,1,8,9,2,0,72.31
10167,32,1,4,39754,7,7,4,2,2,98.29
10168,37,1,2,52228,2,7,3,1,2,64.41
10169,67,1,3,72966,6,8,9,0,1,100.0
10170,42,1,4,111770,10,8,17,1,2,100.0
10171,20,1,2,104957,10,4,17,0,2,100.0
10172,63,1,4,48635,3,3,8,1,0,58.69
10173,41,0,1,36779,4,6,14,0,1,79.66
10174,51,1,2,104165,4,2,13,0,1,84.29
10175,63,1,1,60776,3,4,3,1,0,78.61
10176,39,1,3,115174,7,2,11,0,2,89.49
10177,28,0,3,49910,10,3,12,1,2,91.05
10178,65,0,4,118802,6,2,20,2,0,100.0
10179,25,1,0,118157,8,5,20,2,0,100.0
10180,56,1,4,104665,5,7,9,2,0,100.0
10181,60,0,1,101623,1,8,4,2,1,75.93
10182,52,1,2,81301,5,6,8,1,2,93.97
10183,66,0,0,70091,7,9,3,1,2,100.0
10184,63,1,4,72891,6,7,12,0,0,91.78
10185,55,0,1,110044,2,6,20,1,1,84.36
10186,25,0,1,99409,10,5,5,0,2,100.0
10187,54,1,3,102286,2,10,16,1,0,100.0
10188,44,0,4,87078,7,10,20,0,0,100.0
10189,45,0,4,101508,1,1,15,1,2,60.75
10190,57,0,1,106239,1,1,17,2,0,78.15
10191,51,1,4,52743,2,3,11,2,0,65.5
10192,49,1,3,42473,2,4,3,0,0,38.35
10193,32,0,0,31288,9,8,4,1,1,96.38
10194,61,0,1,44060,1,5,10,0,2,53.64
10195,34,1,3,52382,5,10,10,0,0,99.14
10196,50,1,3,39543,5,9,6,2,2,94.06
10197,64,1,2,42758,6,9,14,2,0,100.0
10198,63,0,0,30048,4,8,5,2,0,90.26
10199,69,1,3,45497,3,1,1,2,1,61.14
10200,33,1,2,79783,9,3,19,1,0,92.31
10201,46,1,2,70912,9,6,16,1,0,100.0
10202,26,1,4,91468,8,2,6,0,1,71.04
10203,50,0,3,50146,1,1,1,1,0,42.18
10204,66,0,1,67042,2,2,5,0,1,46.21
10205,46,1,4,93425,3,1,10,2,2,44.32
10206,30,0,0,86842,2,2,6,1,1,46.83
10207,38,1,1,104567,10,7,15,0,2,100.0
10208,38,0,1,52420,10,4,17,0,0,100.0
10209,22,1,2,80630,8,6,13,2,1,100.0
10210,27,1,3,65688,6,5,2,2,1,81.33
10211,23,0,2,53560,8,8,2,1,2,91.51
10212,68,1,2,62367,4,10,15,1,2,100.0
10213,30,1,3,55130,7,6,16,0,1,100.0
10214,18,0,3,116693,9,5,17,2,1,100.0
10215,37,1,3,90762,10,4,1,0,1,100.0
10216,64,0,2,56155,4,2,5,1,1,81.2
10217,63,1,3,88043,2,9,2,1,0,87.61
10218,25,1,3,38431,6,6,3,2,0,80.88
10219,27,0,1,59593,4,9,10,1,2,100.0
10220,26,0,2,57098,5,10,12,1,1,100.0
10221,66,1,3,104837,10,5,7,1,2,100.0
10222,58,1,2,54759,1,7,18,2,2,83.7
10223,20,0,0,43997,2,6,11,1,1,72.04
10224,28,0,4,30752,8,1,15,2,2,67.99
10225,29,1,1,66243,7,4,12,0,2,84.02
10226,27,1,1,64084,5,8,9,2,1,100.0
